m_id,me_id,employment_status,eff_dt
19739,153610,Service Start,2001-02-24
85051,250898,Service Start,2004-01-05
95912,226957,Service Start,2004-07-06
37203,237827,Service Start,2007-06-04
87054,142075,Service Start,2005-08-22
10711,205573,Service Start,2007-07-01
47833,256548,Service Start,2002-09-23
3578,161053,Service Start,1998-01-11
22747,180547,Service Start,2001-12-24
73036,222388,Service Start,2017-01-08
113704,184015,Service Start,2014-08-25
29849,175418,Service Start,2010-03-29
50423,156287,Service Start,2017-01-09
41902,168545,Service Start,2015-03-09
108562,149049,Service Start,2007-07-25
27600,211915,Service Start,2015-08-10
58450,211956,Service Start,2014-10-13
4648,154680,Service Start,2016-07-20
65636,128371,Service Start,2014-06-08
45410,193435,Service Start,2004-02-16
45954,240252,Service Start,2004-01-12
93670,195356,Service Start,2016-10-02
43976,256413,Service Start,2008-06-16
33592,201713,Service Start,2001-06-03
98846,198324,Service Start,2004-09-18
122278,227429,Service Start,2015-01-05
56878,168599,Service Start,2011-01-03
44511,150927,Service Start,2014-06-02
104451,244502,Service Start,2015-08-02
40578,246409,Service Start,2007-02-03
31945,183487,Service Start,2007-10-08
10355,260010,Service Start,2015-07-01
94581,259714,Service Start,2001-05-28
47507,174557,Service Start,2009-07-23
15307,147215,Service Start,2016-08-13
10580,234686,Service Start,2014-09-29
620,216872,Service Start,2015-08-03
80182,145959,Service Start,2016-01-04
30147,176734,Service Start,2013-06-17
54397,210857,Service Start,2005-07-04
106855,200951,Service Start,2007-07-01
65455,147475,Service Start,2012-07-27
118016,169707,Service Start,2015-04-19
72621,195335,Service Start,2017-01-17
113094,241933,Service Start,2008-04-07
72560,227136,Service Start,2015-06-22
94665,141189,Service Start,2007-01-01
16048,259610,Service Start,2008-02-11
13100,179427,Service Start,2016-07-25
89305,160500,Service Start,2016-07-25
87987,167942,Service Start,2013-01-11
101386,126966,Service Start,2008-11-23
24609,181964,Service Start,2013-11-25
75840,235682,Service Start,2006-08-27
5216,226883,Service Start,2014-05-07
115036,162720,Service Start,2015-08-17
115783,223959,Service Start,2016-01-18
118510,255182,Service Start,2017-01-17
87080,251557,Service Start,2014-08-18
117228,261133,Service Start,2016-10-08
95267,264105,Service Start,2016-04-11
29256,148150,Service Start,2016-06-27
39671,146438,Service Start,2006-01-18
64465,179500,Service Start,2016-06-11
106899,229542,Service Start,2010-10-25
72849,156169,Service Start,2009-01-26
16457,169474,Service Start,2014-09-20
119590,215302,Service Start,2013-07-22
116626,257087,Service Start,2015-03-16
87860,193164,Service Start,2013-01-14
57770,204415,Service Start,2010-11-01
124099,127908,Service Start,2010-03-22
66795,266204,Service Start,2014-10-20
33643,186009,Service Start,2014-01-27
68519,172502,Service Start,2003-09-02
93017,178074,Service Start,2016-04-18
89067,251367,Service Start,2015-12-21
67367,177659,Service Start,2012-11-12
111774,137688,Service Start,2011-05-02
50644,191888,Service Start,2015-12-14
102,215181,Service Start,2016-03-19
106263,218422,Service Start,2012-07-27
89094,134836,Service Start,2015-04-20
105492,158707,Service Start,2015-08-13
23235,181143,Service Start,2012-12-14
33774,144127,Service Start,2015-01-22
115222,135098,Service Start,1995-09-10
41376,195667,Service Start,1990-04-16
89952,209197,Service Start,2012-08-31
1048,239623,Service Start,2007-08-20
50777,130280,Service Start,2000-04-20
2222,259376,Service Start,2015-07-18
52477,260923,Entered Old DROP,2016-02-29
70409,139039,Service Start,2003-07-28
94763,157891,Service Start,1989-07-25
27440,190691,Service Start,2001-04-30
85740,261999,Service Start,1995-02-27
82035,139183,Service Start,2006-07-24
104795,201324,Service Start,2003-06-09
51046,195287,Service Start,2007-03-12
8844,257979,Service Start,2009-11-30
15474,254384,Service Start,1997-08-04
10840,156619,Service Start,2010-08-02
7503,180960,Service Start,2002-06-09
52538,164285,Service Start,2008-08-25
22490,186385,Service Start,2008-11-24
121353,198738,Leave Without Pay,2017-05-31
107931,235699,Service Start,2007-01-29
29649,233139,Service Start,2006-07-17
27732,178944,Service Start,2015-12-21
98071,187895,Entered Old DROP,2017-01-31
81420,176204,Service Start,2017-03-31
19350,209605,Service Start,2015-04-20
100777,140037,Service Start,2014-08-09
103950,244547,Service Start,2005-07-01
55282,131106,Service Start,2007-07-02
74869,124700,Service Start,2012-11-01
44540,218940,Entered Old DROP,2016-09-14
23628,125509,Service Start,2016-01-11
50384,172948,Service Start,2005-04-11
31640,191209,Service Start,2006-02-08
61644,214664,Service Start,2014-12-01
16371,184330,Service Start,2016-01-22
113789,211697,Service Start,2001-08-27
27488,157490,Service Start,1997-08-03
12908,206976,Service Start,2004-07-24
284,185565,Service Start,2006-06-26
76789,165343,Service Start,2002-02-25
104895,234047,Service Start,2000-08-21
33316,190918,Service Start,2015-08-31
58300,256051,Service Start,2009-10-30
78875,151234,Service Start,2000-02-14
93626,237579,Service Start,2013-05-10
88074,137204,Service Start,1988-12-24
73178,191567,Service Start,2002-06-17
79761,186740,Service Start,2015-05-11
34999,155882,Service Start,2012-09-14
44140,157509,Service Start,2004-03-22
88803,154003,Service Start,2016-03-28
26022,203263,Service Start,1991-02-17
102448,229808,Service Start,2014-01-02
44042,137817,Service Start,2006-09-03
30913,139038,Service Start,2005-01-17
112560,233228,Service Start,2004-07-06
88317,202715,Service Start,2007-02-11
52082,205652,Service Start,2007-07-16
15338,165645,Service Start,2005-07-04
57803,204473,Service Start,2001-01-14
104403,204936,Service Start,2016-11-14
38747,130404,Service Start,2017-05-29
73387,157377,Service Start,2015-08-10
86964,195915,Service Start,2017-03-06
71474,133765,Service Start,2015-04-20
54046,152917,Service Start,2017-05-15
41393,246078,Service Start,2014-09-08
35039,227591,Service Start,2016-10-10
22109,185407,Service Start,2001-10-22
86868,234339,Service Start,2005-04-18
9815,133138,Service Start,2012-01-02
40789,164476,Service Start,2012-05-21
54644,172202,Service Start,2017-02-06
50346,210675,Service Start,2016-01-04
18543,164276,Service Start,2017-03-20
11644,212806,Service Start,2016-09-05
1586,202465,Service Start,2016-03-21
120569,185724,Service Start,2008-06-30
64431,235614,Service Start,2015-08-10
100000,250376,Service Start,2014-09-29
6398,177051,Service Start,2013-11-25
15812,223519,Service Start,2015-11-30
50793,204672,Service Start,2013-09-23
93792,253369,Service Start,2016-10-03
29114,135641,Service Start,2017-01-23
47083,132911,Service Start,2013-03-11
101957,188664,Service Start,2010-01-11
52254,245929,Service Start,2016-01-11
32180,167759,Service Start,2014-12-15
59567,206026,Service Start,2016-05-30
7234,260683,Service Start,2013-10-21
104898,210623,Service Start,2009-03-02
91930,129988,Service Start,2013-07-29
120258,210210,Service Start,2016-07-04
122215,175950,Service Start,2016-06-13
5362,262663,Service Start,2016-08-22
5187,158669,Service Start,2017-03-20
19475,134620,Service Start,2006-09-11
123937,206401,Service Start,2016-01-04
64307,258811,Service Start,2011-03-25
117776,130349,Service Start,2016-12-05
93079,265009,Service Start,2015-08-24
40911,195291,Service Start,2013-03-25
106817,178487,Service Start,2007-04-30
63821,176556,Service Start,2014-08-25
26783,204826,Service Start,2015-11-16
114369,134106,Service Start,2006-01-02
110875,241292,Service Start,2015-09-28
113076,172110,Service Start,2014-12-08
51752,262146,Service Start,2004-09-27
119419,259403,Service Start,2014-10-25
44169,125548,Service Start,2014-05-05
80440,261125,Leave Without Pay,2017-07-01
109553,255067,Service Start,2015-02-23
95111,208325,Service Start,2015-12-07
84889,233780,Service Start,2016-01-11
7814,129514,Service Start,2010-10-04
49284,259388,Service Start,2015-04-06
78679,146213,Service Start,2013-01-14
100297,261679,Service Start,2016-12-19
43208,228487,Service Start,2016-07-25
75996,135529,Service Start,2007-09-17
10405,164670,Service Start,2005-05-30
78225,139188,Service Start,2017-03-15
60392,158172,Service Start,2012-07-04
86020,158071,Service Start,2006-11-27
11849,213458,Service Start,2015-03-09
73362,261270,Service Start,2017-05-04
68479,218693,Service Start,2015-06-28
63163,140504,Service Start,2008-06-30
43195,136070,Service Start,2014-07-21
113403,265457,Service Start,2011-09-26
23746,204176,Service Start,2011-05-23
49311,214283,Service Start,2016-06-27
5655,235657,Service Start,2007-07-30
40790,218782,Service Start,2015-01-26
11665,199991,Service Start,2015-10-19
24391,220791,Service Start,2014-06-30
30669,178908,Service Start,2007-12-13
113097,223080,Service Start,2014-12-01
61665,187625,Service Start,2003-07-07
77444,172794,Service Start,2015-03-02
31320,174634,Service Start,2014-05-05
90574,229180,Service Start,2004-01-05
83222,128132,Service Start,2014-06-16
104675,206402,Service Start,2014-09-01
15311,159460,Service Start,2017-05-08
37289,197006,Service Start,2011-11-14
21685,136947,Service Start,2017-05-01
52020,129839,Service Start,2011-11-28
110343,189033,Service Start,2012-03-12
42973,225619,Service Start,2007-08-20
52790,236463,Service Start,2006-01-09
46464,247492,Service Start,2000-11-27
9088,248953,Service Start,1999-06-19
110817,162733,Service Start,2007-08-13
76701,227182,Service Start,2007-06-11
80712,196129,Service Start,1999-08-26
81066,145635,Service Start,2001-03-26
19152,190208,Service Start,2003-02-12
123292,136655,Service Start,2008-05-13
50113,260793,Service Start,2012-09-10
102268,200150,Service Start,2014-07-14
95741,242097,Service Start,2016-10-19
55127,235553,Service Start,2006-10-09
114452,159420,Service Start,2016-01-04
107198,248300,Service Start,2006-07-06
24597,139954,Service Start,2017-02-06
81387,259652,Service Start,2014-03-31
69200,206698,Service Start,2004-07-05
79893,223369,Service Start,1994-03-21
19755,210079,Service Start,2012-05-21
6670,139715,Service Start,2005-04-11
83199,151176,Service Start,2016-02-22
90727,177691,Service Start,2015-06-22
89663,134136,Service Start,2016-07-11
65791,156533,Service Start,2017-03-06
81866,228991,Service Start,2011-11-14
116698,254626,Service Start,2016-01-11
124010,154941,Service Start,2012-01-29
75498,132187,Service Start,2015-12-14
106498,189799,Service Start,2006-08-14
91330,231154,Service Start,2011-06-15
72595,172239,Service Start,2008-02-12
38729,195155,Service Start,2003-10-13
1306,126399,Service Start,1996-10-07
59266,244170,Service Start,2014-03-24
73729,145859,Service Start,2016-06-29
105319,228747,Service Start,2015-01-05
35131,171174,Service Start,2007-07-01
6656,235472,Service Start,2003-09-27
35323,169955,Service Start,2001-10-29
83858,244942,Service Start,2012-03-12
113672,264642,Service Start,1998-11-16
124068,237017,Service Start,2004-02-16
33406,195350,Service Start,2013-08-26
14809,226869,Service Start,2016-02-21
94042,142442,Service Start,2011-06-27
45932,175833,Service Start,2017-06-19
87047,153443,Service Start,2015-01-05
20390,250046,Service Start,2010-06-01
16880,131017,Service Start,2005-11-19
44763,228223,Service Start,1999-03-22
72413,164012,Service Start,2005-11-14
31891,169953,Service Start,2011-08-22
69953,184789,Service Start,2000-12-03
59763,173010,Service Start,2002-06-17
46325,207030,Service Start,2000-09-30
29713,201583,Service Start,2004-05-10
54439,246874,Service Start,2007-07-01
114180,151305,Service Start,1999-03-01
71610,257168,Service Start,2013-06-22
38200,222166,Service Start,2016-10-03
62063,216112,Service Start,2015-12-14
75644,195378,Service Start,2011-11-14
50913,192054,Service Start,2003-07-07
193,259632,Service Start,2007-07-02
22734,232489,Service Start,2005-02-07
113961,246821,Service Start,2008-09-08
102378,221033,Service Start,2016-06-29
14357,196277,Service Start,2016-10-17
39126,245044,Service Start,2016-04-04
31332,143540,Service Start,2006-01-02
74841,257092,Service Start,1999-07-06
83612,167671,Service Start,2000-05-15
101648,222015,Service Start,2008-07-16
108247,210117,Service Start,2007-05-21
45644,150964,Service Start,2001-03-05
59430,262688,Service Start,2012-11-26
42325,126722,Service Start,2005-05-09
57433,203616,Service Start,2010-12-27
57636,262601,Service Start,2008-03-24
8753,167112,Service Start,2002-07-22
121190,236889,Service Start,2005-06-04
17688,234589,Service Start,1996-08-05
22078,193994,Service Start,2016-10-17
107865,152581,Service Start,2017-05-01
15341,214959,Service Start,2016-12-27
61509,170172,Service Start,2015-08-10
48627,264907,Service Start,2016-04-06
67497,244332,Service Start,2009-07-01
28906,137160,Service Start,2000-12-03
107626,263053,Service Start,2008-06-04
41925,233429,Service Start,2006-09-18
17951,185840,Service Start,1999-09-13
110998,266074,Service Start,2002-03-25
70473,189224,Service Start,2007-07-01
25073,256890,Service Start,2014-12-22
86813,243775,Service Start,2017-03-27
75997,262731,Service Start,2017-01-02
48775,190224,Service Start,2015-08-17
15891,195835,Service Start,2016-11-14
82052,142609,Service Start,2001-09-24
6860,235581,Service Start,2005-05-09
71177,156980,Service Start,2011-05-31
31919,222105,Service Start,2001-04-02
61018,246100,Service Start,2013-01-14
13638,132613,Service Start,2013-07-27
67899,164492,Service Start,2002-01-21
44304,187258,Service Start,2007-06-04
19365,189396,Service Start,2017-04-17
116670,181307,Service Start,2012-07-02
61765,150818,Service Start,2002-04-01
37941,154434,Service Start,2007-01-02
29691,246373,Service Start,2000-07-02
46812,239080,Service Start,2006-09-16
101403,195832,Entered Old DROP,2016-06-24
62850,197728,Service Start,2007-07-01
95831,230447,Service Start,2001-05-26
41635,162530,Service Start,2013-05-13
47093,263628,Service Start,2001-09-17
108080,126694,Service Start,2007-11-19
97091,230935,Service Start,2005-01-23
28713,134530,Service Start,2016-07-01
64192,131295,Service Start,2002-03-25
37871,219311,Service Start,2015-04-26
7113,228135,Service Start,2016-01-04
119064,227461,Service Start,2005-05-16
57406,258803,Service Start,2007-06-24
68187,233053,Service Start,2011-09-19
24249,227739,Entered Old DROP,2017-02-04
21682,257313,Service Start,2002-09-23
47822,204317,Service Start,2006-02-17
121900,238982,Non-Presidential Military Leave (Non-Contributing),2017-06-25
27693,243381,Service Start,1998-09-14
37433,253656,Service Start,2008-07-16
104930,258060,Service Start,2005-02-25
82217,232610,Service Start,2004-03-17
